month,country,net_flow_musd,table
2026-02,United Kingdom,25115,slt1_for_lt_total_net
2026-02,United Kingdom,7756,slt2_us_lt_total_net
2026-02,Uruguay,490,slt1_for_lt_total_net
2026-02,Uruguay,-356,slt2_us_lt_total_net
2026-02,Venezuela,71,slt1_for_lt_total_net
2026-02,Venezuela,60,slt2_us_lt_total_net
2026-03,All Countries,94009,slt1_for_lt_total_net
2026-03,All Countries,15157,slt2_us_lt_total_net
2026-03,Anguilla,331,slt1_for_lt_total_net
2026-03,Argentina,356,slt1_for_lt_total_net
2026-03,Argentina,-141,slt2_us_lt_total_net
2026-03,Aruba,111,slt1_for_lt_total_net
2026-03,Aruba,-8,slt2_us_lt_total_net
2026-03,Australia,10025,slt1_for_lt_total_net
2026-03,Australia,2202,slt2_us_lt_total_net
2026-03,Austria,-140,slt1_for_lt_total_net
2026-03,Austria,111,slt2_us_lt_total_net
2026-03,Bahamas,-189,slt1_for_lt_total_net
2026-03,Bahamas,-37,slt2_us_lt_total_net
2026-03,Barbados,10,slt1_for_lt_total_net
2026-03,Barbados,13,slt2_us_lt_total_net
2026-03,Belgium,5863,slt1_for_lt_total_net
2026-03,Belgium,109,slt2_us_lt_total_net
2026-03,Bermuda,2250,slt1_for_lt_total_net
2026-03,Bermuda,-963,slt2_us_lt_total_net
2026-03,Brazil,-1447,slt1_for_lt_total_net
2026-03,Brazil,1017,slt2_us_lt_total_net
2026-03,British Virgin Islands,11033,slt1_for_lt_total_net
2026-03,British Virgin Islands,161,slt2_us_lt_total_net
2026-03,Bulgaria,43,slt1_for_lt_total_net
2026-03,Bulgaria,24,slt2_us_lt_total_net
2026-03,Canada,-5454,slt1_for_lt_total_net
2026-03,Canada,708,slt2_us_lt_total_net
2026-03,Cayman Islands,58642,slt1_for_lt_total_net
2026-03,Cayman Islands,8391,slt2_us_lt_total_net
2026-03,Chile,89,slt1_for_lt_total_net
2026-03,Chile,-586,slt2_us_lt_total_net
2026-03,"China, Mainland",-24447,slt1_for_lt_total_net
2026-03,"China, Mainland",-4328,slt2_us_lt_total_net
2026-03,Colombia,-5095,slt1_for_lt_total_net
2026-03,Colombia,22,slt2_us_lt_total_net
2026-03,Costa Rica,208,slt1_for_lt_total_net
2026-03,Costa Rica,57,slt2_us_lt_total_net
2026-03,Cuba,-1,slt1_for_lt_total_net
2026-03,Cuba,0,slt2_us_lt_total_net
2026-03,Curacao,-171,slt1_for_lt_total_net
2026-03,Curacao,310,slt2_us_lt_total_net
2026-03,Cyprus,-122,slt1_for_lt_total_net
2026-03,Cyprus,110,slt2_us_lt_total_net
2026-03,Czech Republic,-296,slt1_for_lt_total_net
2026-03,Czech Republic,-146,slt2_us_lt_total_net
2026-03,Denmark,-1011,slt1_for_lt_total_net
2026-03,Denmark,984,slt2_us_lt_total_net
2026-03,Ecuador,41,slt1_for_lt_total_net
2026-03,Ecuador,1,slt2_us_lt_total_net
2026-03,Egypt,-49,slt1_for_lt_total_net
2026-03,Egypt,-189,slt2_us_lt_total_net
2026-03,Finland,-1794,slt1_for_lt_total_net
2026-03,Finland,12,slt2_us_lt_total_net
2026-03,France,-9667,slt1_for_lt_total_net
2026-03,France,4188,slt2_us_lt_total_net
2026-03,Germany,24520,slt1_for_lt_total_net
2026-03,Germany,1230,slt2_us_lt_total_net
2026-03,Grand Total,95461,slt1_for_lt_total_net
2026-03,Grand Total,15719,slt2_us_lt_total_net
2026-03,Greece,199,slt1_for_lt_total_net
2026-03,Greece,-340,slt2_us_lt_total_net
2026-03,Guatemala,-236,slt1_for_lt_total_net
2026-03,Guatemala,-72,slt2_us_lt_total_net
2026-03,Guernsey,-727,slt1_for_lt_total_net
2026-03,Guernsey,140,slt2_us_lt_total_net
2026-03,Hong Kong,14266,slt1_for_lt_total_net
2026-03,Hong Kong,1686,slt2_us_lt_total_net
2026-03,Hungary,-215,slt1_for_lt_total_net
2026-03,Hungary,205,slt2_us_lt_total_net
2026-03,India,-8912,slt1_for_lt_total_net
2026-03,India,-5331,slt2_us_lt_total_net
2026-03,Indonesia,-4662,slt1_for_lt_total_net
2026-03,Indonesia,66,slt2_us_lt_total_net
2026-03,International,2802,slt1_for_lt_total_net
2026-03,International,-50,slt2_us_lt_total_net
2026-03,Ireland,7659,slt1_for_lt_total_net
2026-03,Ireland,4040,slt2_us_lt_total_net
2026-03,Israel,1166,slt1_for_lt_total_net
2026-03,Israel,-1144,slt2_us_lt_total_net
2026-03,Italy,-965,slt1_for_lt_total_net
2026-03,Italy,1746,slt2_us_lt_total_net
2026-03,Jamaica,56,slt1_for_lt_total_net
2026-03,Jamaica,-18,slt2_us_lt_total_net
2026-03,Japan,-20319,slt1_for_lt_total_net
2026-03,Japan,-6384,slt2_us_lt_total_net
2026-03,Jersey,-704,slt1_for_lt_total_net
2026-03,Jersey,1923,slt2_us_lt_total_net
2026-03,Kazakhstan,-169,slt1_for_lt_total_net
2026-03,Kazakhstan,53,slt2_us_lt_total_net
2026-03,"Korea, South",686,slt1_for_lt_total_net
2026-03,"Korea, South",-6120,slt2_us_lt_total_net
2026-03,Kuwait,-6104,slt1_for_lt_total_net
2026-03,Kuwait,-35,slt2_us_lt_total_net
2026-03,Lebanon,-3,slt1_for_lt_total_net
2026-03,Lebanon,3,slt2_us_lt_total_net
2026-03,Liberia,38,slt1_for_lt_total_net
2026-03,Liberia,-1114,slt2_us_lt_total_net
2026-03,Luxembourg,759,slt1_for_lt_total_net
2026-03,Luxembourg,2314,slt2_us_lt_total_net
2026-03,Malaysia,-1861,slt1_for_lt_total_net
2026-03,Malaysia,-32,slt2_us_lt_total_net
2026-03,Mauritius,41,slt1_for_lt_total_net
2026-03,Mauritius,24,slt2_us_lt_total_net
2026-03,Memo: Euro Area,7537,slt1_for_lt_total_net
2026-03,Memo: Euro Area,14912,slt2_us_lt_total_net
2026-03,Memo: European Union,2161,slt1_for_lt_total_net
2026-03,Memo: European Union,17846,slt2_us_lt_total_net
2026-03,Mexico,13941,slt1_for_lt_total_net
2026-03,Mexico,37,slt2_us_lt_total_net
2026-03,Monaco,162,slt1_for_lt_total_net
2026-03,Monaco,0,slt2_us_lt_total_net
2026-03,Morocco,-155,slt1_for_lt_total_net
2026-03,Morocco,-23,slt2_us_lt_total_net
2026-03,Netherlands,-9340,slt1_for_lt_total_net
2026-03,Netherlands,2996,slt2_us_lt_total_net
2026-03,New Zealand,-1437,slt1_for_lt_total_net
2026-03,New Zealand,-191,slt2_us_lt_total_net
2026-03,Norway,-1801,slt1_for_lt_total_net
2026-03,Norway,2095,slt2_us_lt_total_net
2026-03,Of Which: Asset-Backed Securities,-18,slt1_for_lt_total_net
2026-03,Of Which: Asset-Backed Securities,6205,slt2_us_lt_total_net
2026-03,Of Which: Depository Institutions,-48,slt1_for_lt_total_net
2026-03,Of Which: Depository Institutions,-8166,slt2_us_lt_total_net
2026-03,Of Which: Foreign Non-Official,110818,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official Asset-Backed Securities,-1224,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official Depository Institutions,251,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official Fund Shares,-18878,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official Non-Financial Organizations,54777,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official Other Financial Organizations,9886,slt1_for_lt_total_net
2026-03,Of Which: Foreign Non-Official State & Local General Government,337,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official,-15357,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official Asset-Backed Securities,1206,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official Depository Institutions,-299,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official Fund Shares,-2147,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official Non-Financial Organizations,22146,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official Other Financial Organizations,1595,slt1_for_lt_total_net
2026-03,Of Which: Foreign Official State & Local General Government,23,slt1_for_lt_total_net
2026-03,Of Which: Fund Shares,-21025,slt1_for_lt_total_net
2026-03,Of Which: Fund Shares,3005,slt2_us_lt_total_net
2026-03,Of Which: Non-Financial Organizations,76923,slt1_for_lt_total_net
2026-03,Of Which: Non-Financial Organizations,13957,slt2_us_lt_total_net
2026-03,Of Which: Other Financial Organizations,11481,slt1_for_lt_total_net
2026-03,Of Which: Other Financial Organizations,8695,slt2_us_lt_total_net
2026-03,Of Which: State & Local General Government,360,slt1_for_lt_total_net
2026-03,Pakistan,0,slt1_for_lt_total_net
2026-03,Pakistan,-63,slt2_us_lt_total_net
2026-03,Panama,1092,slt1_for_lt_total_net
2026-03,Panama,488,slt2_us_lt_total_net
2026-03,Peru,4139,slt1_for_lt_total_net
2026-03,Peru,-293,slt2_us_lt_total_net
2026-03,Philippines,-1502,slt1_for_lt_total_net
2026-03,Philippines,-299,slt2_us_lt_total_net
2026-03,Poland,-347,slt1_for_lt_total_net
2026-03,Poland,163,slt2_us_lt_total_net
2026-03,Portugal,70,slt1_for_lt_total_net
2026-03,Portugal,-363,slt2_us_lt_total_net
2026-03,Romania,444,slt1_for_lt_total_net
2026-03,Romania,441,slt2_us_lt_total_net
2026-03,Russia,-12,slt1_for_lt_total_net
2026-03,Russia,-2,slt2_us_lt_total_net
2026-03,Saint Kitts and Nevis,217,slt1_for_lt_total_net
2026-03,Saudi Arabia,4087,slt1_for_lt_total_net
2026-03,Serbia,-166,slt1_for_lt_total_net
2026-03,Serbia,42,slt2_us_lt_total_net
2026-03,Singapore,37204,slt1_for_lt_total_net
2026-03,Singapore,564,slt2_us_lt_total_net
2026-03,South Africa,471,slt1_for_lt_total_net
2026-03,South Africa,-640,slt2_us_lt_total_net
2026-03,Spain,-9437,slt1_for_lt_total_net
2026-03,Spain,-1395,slt2_us_lt_total_net
2026-03,Sweden,-3951,slt1_for_lt_total_net
2026-03,Sweden,1287,slt2_us_lt_total_net
2026-03,Switzerland,3761,slt1_for_lt_total_net
2026-03,Switzerland,-1436,slt2_us_lt_total_net
2026-03,Syria,0,slt1_for_lt_total_net
2026-03,Taiwan,3159,slt1_for_lt_total_net
2026-03,Taiwan,-5306,slt2_us_lt_total_net
2026-03,Thailand,1285,slt1_for_lt_total_net
2026-03,Thailand,-260,slt2_us_lt_total_net
2026-03,Total Africa,68,slt1_for_lt_total_net
2026-03,Total Africa,-1602,slt2_us_lt_total_net
2026-03,Total Asia,-8240,slt1_for_lt_total_net
2026-03,Total Asia,-28690,slt2_us_lt_total_net
2026-03,Total Caribbean,72690,slt1_for_lt_total_net
2026-03,Total Caribbean,7770,slt2_us_lt_total_net
2026-03,Total Europe,12295,slt1_for_lt_total_net
2026-03,Total Europe,34495,slt2_us_lt_total_net
2026-03,Total IROs,1452,slt1_for_lt_total_net
2026-03,Total IROs,562,slt2_us_lt_total_net
2026-03,Total Latin America,13742,slt1_for_lt_total_net
2026-03,Total Latin America,460,slt2_us_lt_total_net
2026-03,Total Other,8910,slt1_for_lt_total_net
2026-03,Total Other,2016,slt2_us_lt_total_net
2026-03,Total Regional Orgs.,-1350,slt1_for_lt_total_net
2026-03,Total Regional Orgs.,612,slt2_us_lt_total_net
2026-03,Trinidad and Tobago,-34,slt1_for_lt_total_net
2026-03,Trinidad and Tobago,-17,slt2_us_lt_total_net
2026-03,Turkey,-10232,slt1_for_lt_total_net
2026-03,Turkey,-626,slt2_us_lt_total_net
2026-03,Ukraine,3048,slt1_for_lt_total_net
2026-03,Ukraine,36,slt2_us_lt_total_net
2026-03,United Arab Emirates,-5558,slt1_for_lt_total_net
2026-03,United Arab Emirates,-592,slt2_us_lt_total_net
2026-03,United Kingdom,17690,slt1_for_lt_total_net
2026-03,United Kingdom,14822,slt2_us_lt_total_net
2026-03,Uruguay,2,slt1_for_lt_total_net
2026-03,Uruguay,-149,slt2_us_lt_total_net
2026-03,Venezuela,98,slt1_for_lt_total_net
2026-03,Venezuela,78,slt2_us_lt_total_net
2026-04,All Countries,202961,slt1_for_lt_total_net
2026-04,All Countries,104148,slt2_us_lt_total_net
2026-04,Anguilla,412,slt1_for_lt_total_net
2026-04,Argentina,1491,slt1_for_lt_total_net
2026-04,Argentina,270,slt2_us_lt_total_net
2026-04,Aruba,55,slt1_for_lt_total_net
2026-04,Aruba,-14,slt2_us_lt_total_net
2026-04,Australia,4153,slt1_for_lt_total_net
2026-04,Australia,5387,slt2_us_lt_total_net
2026-04,Austria,36,slt1_for_lt_total_net
2026-04,Austria,67,slt2_us_lt_total_net
2026-04,Bahamas,546,slt1_for_lt_total_net
2026-04,Bahamas,-12,slt2_us_lt_total_net
2026-04,Barbados,-50,slt1_for_lt_total_net
2026-04,Barbados,-7,slt2_us_lt_total_net
2026-04,Belgium,-11302,slt1_for_lt_total_net
2026-04,Belgium,243,slt2_us_lt_total_net
2026-04,Bermuda,3541,slt1_for_lt_total_net
2026-04,Bermuda,664,slt2_us_lt_total_net
2026-04,Brazil,1501,slt1_for_lt_total_net
2026-04,Brazil,6470,slt2_us_lt_total_net
2026-04,British Virgin Islands,4246,slt1_for_lt_total_net
2026-04,British Virgin Islands,371,slt2_us_lt_total_net
2026-04,Bulgaria,-23,slt1_for_lt_total_net
2026-04,Bulgaria,55,slt2_us_lt_total_net
2026-04,Canada,-91124,slt1_for_lt_total_net
2026-04,Canada,13446,slt2_us_lt_total_net
2026-04,Cayman Islands,15379,slt1_for_lt_total_net
2026-04,Cayman Islands,359,slt2_us_lt_total_net
2026-04,Chile,2197,slt1_for_lt_total_net
2026-04,Chile,3,slt2_us_lt_total_net
2026-04,"China, Mainland",6521,slt1_for_lt_total_net
2026-04,"China, Mainland",10908,slt2_us_lt_total_net
2026-04,Colombia,1328,slt1_for_lt_total_net
2026-04,Colombia,-1134,slt2_us_lt_total_net
2026-04,Costa Rica,700,slt1_for_lt_total_net
2026-04,Costa Rica,171,slt2_us_lt_total_net
2026-04,Cuba,1,slt1_for_lt_total_net
2026-04,Cuba,0,slt2_us_lt_total_net
2026-04,Curacao,244,slt1_for_lt_total_net
2026-04,Curacao,805,slt2_us_lt_total_net
2026-04,Cyprus,-291,slt1_for_lt_total_net
2026-04,Cyprus,46,slt2_us_lt_total_net
2026-04,Czech Republic,231,slt1_for_lt_total_net
2026-04,Czech Republic,-45,slt2_us_lt_total_net
2026-04,Denmark,2398,slt1_for_lt_total_net
2026-04,Denmark,252,slt2_us_lt_total_net
2026-04,Ecuador,210,slt1_for_lt_total_net
2026-04,Ecuador,-9,slt2_us_lt_total_net
2026-04,Egypt,12,slt1_for_lt_total_net
2026-04,Egypt,-312,slt2_us_lt_total_net
2026-04,Finland,424,slt1_for_lt_total_net
2026-04,Finland,-837,slt2_us_lt_total_net
2026-04,France,27245,slt1_for_lt_total_net
2026-04,France,5173,slt2_us_lt_total_net
2026-04,Germany,8617,slt1_for_lt_total_net
2026-04,Germany,2304,slt2_us_lt_total_net
2026-04,Grand Total,207412,slt1_for_lt_total_net
2026-04,Grand Total,102093,slt2_us_lt_total_net
2026-04,Greece,34,slt1_for_lt_total_net
2026-04,Greece,294,slt2_us_lt_total_net
2026-04,Guatemala,-337,slt1_for_lt_total_net
2026-04,Guatemala,-6,slt2_us_lt_total_net
2026-04,Guernsey,-869,slt1_for_lt_total_net
2026-04,Guernsey,-242,slt2_us_lt_total_net
2026-04,Hong Kong,11226,slt1_for_lt_total_net
2026-04,Hong Kong,797,slt2_us_lt_total_net
2026-04,Hungary,94,slt1_for_lt_total_net
2026-04,Hungary,-2,slt2_us_lt_total_net
2026-04,India,-1381,slt1_for_lt_total_net
2026-04,India,-1765,slt2_us_lt_total_net
2026-04,Indonesia,-58,slt1_for_lt_total_net
2026-04,Indonesia,130,slt2_us_lt_total_net
2026-04,International,2796,slt1_for_lt_total_net
2026-04,International,-670,slt2_us_lt_total_net
2026-04,Ireland,17824,slt1_for_lt_total_net
2026-04,Ireland,7058,slt2_us_lt_total_net
2026-04,Israel,11859,slt1_for_lt_total_net
2026-04,Israel,-285,slt2_us_lt_total_net
2026-04,Italy,253,slt1_for_lt_total_net
2026-04,Italy,5153,slt2_us_lt_total_net
2026-04,Jamaica,119,slt1_for_lt_total_net
2026-04,Jamaica,6,slt2_us_lt_total_net
2026-04,Japan,29331,slt1_for_lt_total_net
2026-04,Japan,20137,slt2_us_lt_total_net
2026-04,Jersey,799,slt1_for_lt_total_net
2026-04,Jersey,-2452,slt2_us_lt_total_net
2026-04,Kazakhstan,425,slt1_for_lt_total_net
2026-04,Kazakhstan,625,slt2_us_lt_total_net
2026-04,"Korea, South",12425,slt1_for_lt_total_net
2026-04,"Korea, South",2587,slt2_us_lt_total_net
2026-04,Kuwait,-509,slt1_for_lt_total_net
2026-04,Kuwait,784,slt2_us_lt_total_net
2026-04,Lebanon,6,slt1_for_lt_total_net
2026-04,Lebanon,19,slt2_us_lt_total_net
2026-04,Liberia,-5,slt1_for_lt_total_net
2026-04,Liberia,39,slt2_us_lt_total_net
2026-04,Luxembourg,15872,slt1_for_lt_total_net
2026-04,Luxembourg,-240,slt2_us_lt_total_net
2026-04,Malaysia,2370,slt1_for_lt_total_net
2026-04,Malaysia,551,slt2_us_lt_total_net
2026-04,Mauritius,-107,slt1_for_lt_total_net
2026-04,Mauritius,150,slt2_us_lt_total_net
2026-04,Memo: Euro Area,71116,slt1_for_lt_total_net
2026-04,Memo: Euro Area,21929,slt2_us_lt_total_net
2026-04,Memo: European Union,77018,slt1_for_lt_total_net
2026-04,Memo: European Union,24542,slt2_us_lt_total_net
2026-04,Mexico,1938,slt1_for_lt_total_net
2026-04,Mexico,1669,slt2_us_lt_total_net
2026-04,Monaco,-66,slt1_for_lt_total_net
2026-04,Monaco,0,slt2_us_lt_total_net
2026-04,Morocco,-103,slt1_for_lt_total_net
2026-04,Morocco,284,slt2_us_lt_total_net
2026-04,Netherlands,-1780,slt1_for_lt_total_net
2026-04,Netherlands,-1739,slt2_us_lt_total_net
2026-04,New Zealand,252,slt1_for_lt_total_net
2026-04,New Zealand,189,slt2_us_lt_total_net
2026-04,Norway,272,slt1_for_lt_total_net
2026-04,Norway,430,slt2_us_lt_total_net
2026-04,Of Which: Asset-Backed Securities,26106,slt1_for_lt_total_net
2026-04,Of Which: Asset-Backed Securities,1298,slt2_us_lt_total_net
2026-04,Of Which: Depository Institutions,8532,slt1_for_lt_total_net
2026-04,Of Which: Depository Institutions,257,slt2_us_lt_total_net
2026-04,Of Which: Foreign Non-Official,165951,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official Asset-Backed Securities,27012,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official Depository Institutions,8246,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official Fund Shares,44980,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official Non-Financial Organizations,47367,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official Other Financial Organizations,48987,slt1_for_lt_total_net
2026-04,Of Which: Foreign Non-Official State & Local General Government,318,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official,41461,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official Asset-Backed Securities,-906,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official Depository Institutions,286,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official Fund Shares,7003,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official Non-Financial Organizations,18290,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official Other Financial Organizations,8625,slt1_for_lt_total_net
2026-04,Of Which: Foreign Official State & Local General Government,13,slt1_for_lt_total_net
2026-04,Of Which: Fund Shares,51983,slt1_for_lt_total_net
2026-04,Of Which: Fund Shares,6227,slt2_us_lt_total_net
2026-04,Of Which: Non-Financial Organizations,65657,slt1_for_lt_total_net
2026-04,Of Which: Non-Financial Organizations,14043,slt2_us_lt_total_net
2026-04,Of Which: Other Financial Organizations,57612,slt1_for_lt_total_net
2026-04,Of Which: Other Financial Organizations,87939,slt2_us_lt_total_net
2026-04,Of Which: State & Local General Government,331,slt1_for_lt_total_net
2026-04,Pakistan,0,slt1_for_lt_total_net
2026-04,Pakistan,-114,slt2_us_lt_total_net
2026-04,Panama,1451,slt1_for_lt_total_net
2026-04,Panama,-135,slt2_us_lt_total_net
2026-04,Peru,-496,slt1_for_lt_total_net
2026-04,Peru,691,slt2_us_lt_total_net
2026-04,Philippines,797,slt1_for_lt_total_net
2026-04,Philippines,-220,slt2_us_lt_total_net
2026-04,Poland,-769,slt1_for_lt_total_net
2026-04,Poland,1827,slt2_us_lt_total_net
2026-04,Portugal,117,slt1_for_lt_total_net
2026-04,Portugal,-155,slt2_us_lt_total_net
2026-04,Romania,-267,slt1_for_lt_total_net
2026-04,Romania,-413,slt2_us_lt_total_net
2026-04,Russia,-9,slt1_for_lt_total_net
2026-04,Russia,4,slt2_us_lt_total_net
2026-04,Saint Kitts and Nevis,117,slt1_for_lt_total_net
2026-04,Saudi Arabia,593,slt1_for_lt_total_net
2026-04,Serbia,67,slt1_for_lt_total_net
2026-04,Serbia,-8,slt2_us_lt_total_net
2026-04,Singapore,47391,slt1_for_lt_total_net
2026-04,Singapore,-434,slt2_us_lt_total_net
2026-04,South Africa,822,slt1_for_lt_total_net
2026-04,South Africa,521,slt2_us_lt_total_net
2026-04,Spain,14451,slt1_for_lt_total_net
2026-04,Spain,4400,slt2_us_lt_total_net
2026-04,Sweden,4215,slt1_for_lt_total_net
2026-04,Sweden,994,slt2_us_lt_total_net
2026-04,Switzerland,5964,slt1_for_lt_total_net
2026-04,Switzerland,-3674,slt2_us_lt_total_net
2026-04,Syria,0,slt1_for_lt_total_net
2026-04,Taiwan,7050,slt1_for_lt_total_net
2026-04,Taiwan,9381,slt2_us_lt_total_net
2026-04,Thailand,-81,slt1_for_lt_total_net
2026-04,Thailand,-47,slt2_us_lt_total_net
2026-04,Total Africa,1716,slt1_for_lt_total_net
2026-04,Total Africa,636,slt2_us_lt_total_net
2026-04,Total Asia,117803,slt1_for_lt_total_net
2026-04,Total Asia,46063,slt2_us_lt_total_net
2026-04,Total Caribbean,24844,slt1_for_lt_total_net
2026-04,Total Caribbean,2180,slt2_us_lt_total_net
2026-04,Total Europe,135657,slt1_for_lt_total_net
2026-04,Total Europe,27978,slt2_us_lt_total_net
2026-04,Total IROs,4451,slt1_for_lt_total_net
2026-04,Total IROs,-2055,slt2_us_lt_total_net
2026-04,Total Latin America,9427,slt1_for_lt_total_net
2026-04,Total Latin America,8166,slt2_us_lt_total_net
2026-04,Total Other,4633,slt1_for_lt_total_net
2026-04,Total Other,5679,slt2_us_lt_total_net
2026-04,Total Regional Orgs.,1655,slt1_for_lt_total_net
2026-04,Total Regional Orgs.,-1385,slt2_us_lt_total_net
2026-04,Trinidad and Tobago,110,slt1_for_lt_total_net
2026-04,Trinidad and Tobago,12,slt2_us_lt_total_net
2026-04,Turkey,136,slt1_for_lt_total_net
2026-04,Turkey,550,slt2_us_lt_total_net
2026-04,Ukraine,1336,slt1_for_lt_total_net
2026-04,Ukraine,32,slt2_us_lt_total_net
2026-04,United Arab Emirates,-8803,slt1_for_lt_total_net
2026-04,United Arab Emirates,1022,slt2_us_lt_total_net
2026-04,United Kingdom,50026,slt1_for_lt_total_net
2026-04,United Kingdom,7518,slt2_us_lt_total_net
2026-04,Uruguay,-575,slt1_for_lt_total_net
2026-04,Uruguay,-12,slt2_us_lt_total_net
2026-04,Venezuela,51,slt1_for_lt_total_net
2026-04,Venezuela,159,slt2_us_lt_total_net
2026-05,All Countries,263720,slt1_for_lt_total_net
2026-05,All Countries,30141,slt2_us_lt_total_net
2026-05,Anguilla,90,slt1_for_lt_total_net
2026-05,Argentina,862,slt1_for_lt_total_net
2026-05,Argentina,796,slt2_us_lt_total_net
2026-05,Aruba,58,slt1_for_lt_total_net
2026-05,Aruba,6,slt2_us_lt_total_net
2026-05,Australia,10796,slt1_for_lt_total_net
2026-05,Australia,2042,slt2_us_lt_total_net
2026-05,Austria,34,slt1_for_lt_total_net
2026-05,Austria,-273,slt2_us_lt_total_net
2026-05,Bahamas,563,slt1_for_lt_total_net
2026-05,Bahamas,-33,slt2_us_lt_total_net
2026-05,Barbados,-43,slt1_for_lt_total_net
2026-05,Barbados,-26,slt2_us_lt_total_net
2026-05,Belgium,-3149,slt1_for_lt_total_net
2026-05,Belgium,146,slt2_us_lt_total_net
2026-05,Bermuda,8436,slt1_for_lt_total_net
2026-05,Bermuda,1060,slt2_us_lt_total_net
2026-05,Brazil,926,slt1_for_lt_total_net
2026-05,Brazil,-2542,slt2_us_lt_total_net
2026-05,British Virgin Islands,2622,slt1_for_lt_total_net
2026-05,British Virgin Islands,-116,slt2_us_lt_total_net
2026-05,Bulgaria,-9,slt1_for_lt_total_net
2026-05,Bulgaria,27,slt2_us_lt_total_net
2026-05,Canada,82768,slt1_for_lt_total_net
2026-05,Canada,343,slt2_us_lt_total_net
2026-05,Cayman Islands,55976,slt1_for_lt_total_net
2026-05,Cayman Islands,3367,slt2_us_lt_total_net
2026-05,Chile,295,slt1_for_lt_total_net
2026-05,Chile,-439,slt2_us_lt_total_net
2026-05,"China, Mainland",-3895,slt1_for_lt_total_net
2026-05,"China, Mainland",7587,slt2_us_lt_total_net
2026-05,Colombia,-602,slt1_for_lt_total_net
2026-05,Colombia,846,slt2_us_lt_total_net
2026-05,Costa Rica,341,slt1_for_lt_total_net
2026-05,Costa Rica,-50,slt2_us_lt_total_net
2026-05,Cuba,0,slt1_for_lt_total_net
2026-05,Cuba,0,slt2_us_lt_total_net
2026-05,Curacao,137,slt1_for_lt_total_net
2026-05,Curacao,522,slt2_us_lt_total_net
2026-05,Cyprus,82,slt1_for_lt_total_net
2026-05,Cyprus,21,slt2_us_lt_total_net
2026-05,Czech Republic,-194,slt1_for_lt_total_net
2026-05,Czech Republic,-191,slt2_us_lt_total_net
2026-05,Denmark,1077,slt1_for_lt_total_net
2026-05,Denmark,202,slt2_us_lt_total_net
2026-05,Ecuador,45,slt1_for_lt_total_net
2026-05,Ecuador,468,slt2_us_lt_total_net
2026-05,Egypt,-1,slt1_for_lt_total_net
2026-05,Egypt,106,slt2_us_lt_total_net
2026-05,Finland,599,slt1_for_lt_total_net
2026-05,Finland,976,slt2_us_lt_total_net
2026-05,France,-18559,slt1_for_lt_total_net
2026-05,France,1325,slt2_us_lt_total_net
2026-05,Germany,24198,slt1_for_lt_total_net
2026-05,Germany,330,slt2_us_lt_total_net
2026-05,Grand Total,262845,slt1_for_lt_total_net
2026-05,Grand Total,31646,slt2_us_lt_total_net
2026-05,Greece,-198,slt1_for_lt_total_net
2026-05,Greece,605,slt2_us_lt_total_net
2026-05,Guatemala,264,slt1_for_lt_total_net
2026-05,Guatemala,-133,slt2_us_lt_total_net
2026-05,Guernsey,50,slt1_for_lt_total_net
2026-05,Guernsey,-336,slt2_us_lt_total_net
2026-05,Hong Kong,21684,slt1_for_lt_total_net
2026-05,Hong Kong,761,slt2_us_lt_total_net
2026-05,Hungary,-129,slt1_for_lt_total_net
2026-05,Hungary,-243,slt2_us_lt_total_net
2026-05,India,1831,slt1_for_lt_total_net
2026-05,India,276,slt2_us_lt_total_net
2026-05,Indonesia,-150,slt1_for_lt_total_net
2026-05,Indonesia,-107,slt2_us_lt_total_net
2026-05,International,604,slt1_for_lt_total_net
2026-05,International,892,slt2_us_lt_total_net
2026-05,Ireland,27192,slt1_for_lt_total_net
2026-05,Ireland,2855,slt2_us_lt_total_net
2026-05,Israel,6442,slt1_for_lt_total_net
2026-05,Israel,-625,slt2_us_lt_total_net
2026-05,Italy,212,slt1_for_lt_total_net
2026-05,Italy,1129,slt2_us_lt_total_net
2026-05,Jamaica,42,slt1_for_lt_total_net
2026-05,Jamaica,0,slt2_us_lt_total_net
